case_id,model,family,section,ground_truth,prediction,prediction_normalized,differentials,category,justification
18851.0,Qwen3.5 35B,on_device_base,Chest imaging,Pulmonary arteriovenous malformations,Hypervascular lung metastases,hypervascular lung metastases,"Hypervascular lung metastases, Pulmonary sequestration, Bronchocoele, Pulmonary varix, Pulmonary arterial aneurysm, Pulmonary arteriovenous malformations, Aberrant systemic to pulmonary communications",c,"The prediction ""Hypervascular lung metastases"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis is ""Pulmonary arteriovenous malformations."""
18855.0,Qwen3.5 35B,on_device_base,Cardiovascular,Malignant mitral valve prolapse with subendocardial late enhancement,Mitral valve prolapse related replacement fibrosis,mitral valve prolapse related replacement fibrosis,"Myocardial replacement fibrosis secondary to Ischemia in LCx territory, Malignant mitral valve prolapse with subendocardial late enhancement, Mitral valve prolapse related replacement fibrosis, Replacement fibrosis related to sarcoidosis, Not specific replacement fibrosis, Hypertrophic cardiomyopathy",c,"The prediction ""Mitral valve prolapse related replacement fibrosis"" is a plausible differential diagnosis that was on the provided list, but is incorrect—both involve mitral valve prolapse with fibrosis, yet the ground truth specifies the ""malignant"" variant with subendocardial late enhancement, which is a distinct clinical entity."
18890.0,Qwen3.5 35B,on_device_base,Head & neck imaging,Choroidal detachment and posterior scleritis,Sarcoidosis,sarcoidosis,"Systemic lupus erythematous, Choroidal detachment and posterior scleritis, Acute glaucoma, Sarcoidosis, IgG4 related disease, Vogt-Koyanagi-Harada (VKH) syndrome",c,"The prediction ""Sarcoidosis"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct answer was ""Choroidal detachment and posterior scleritis."""
18897.0,Qwen3.5 35B,on_device_base,Musculoskeletal system,Central/low-grade osteosarcoma,Liposarcoma,liposarcoma,"Central/low-grade osteosarcoma, Giant cell tumour, Aneurysmal bone cyst, Metastasis, Liposarcoma, Fibrous dysplasia",c,"The prediction ""Liposarcoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the correct diagnosis was ""Central/low-grade osteosarcoma."""
18919.0,Qwen3.5 35B,on_device_base,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst",c,"The prediction ""Mucinous cystic neoplasm"" is a plausible differential diagnosis that was on the provided list, as both it and lymphoepithelial cysts are pancreatic cystic lesions that can appear similar on imaging, but it is the wrong specific diagnosis."
18943.0,Qwen3.5 35B,on_device_base,Neuroradiology,Herpes simplex encephalitis,Limbic encephalitis,limbic encephalitis,"Limbic encephalitis, Herpes simplex encephalitis, Status epilepticus",c,"The prediction ""Limbic encephalitis"" is a plausible differential diagnosis that was on the provided list, as both limbic encephalitis and herpes simplex encephalitis can present with similar temporal lobe involvement and neurological symptoms, but it is the wrong specific diagnosis."
18950.0,Qwen3.5 35B,on_device_base,Paediatric radiology,Cochlear incomplete partition type III (IP-3),Cochlear incomplete partition type I (IP-1),cochlear incomplete partition type i ip-1,"Cochlear incomplete partition type I (IP-1), Cochlear incomplete partition type II (IP-2), Cochlear incomplete partition type III (IP-3)",b,"The prediction ""Cochlear incomplete partition type I (IP-1)"" is in the same disease family (cochlear incomplete partition malformations) as the ground truth ""Cochlear incomplete partition type III (IP-3)"" but is the wrong specific subtype."
18951.0,Qwen3.5 35B,on_device_base,Cardiovascular,"Biventricular endomyocardial fibrosis [4,6]",Biventricular endomyocardial fibrosis,biventricular endomyocardial fibrosis,"Apical hypertrophic cardiomyopathy [9], Cardiac amyloidosis [10], Ebstein’s anomaly [11], Left ventricular endomyocardial fibrosis [4,6], Right ventricular endomyocardial fibrosis [4,6], Biventricular endomyocardial fibrosis [4,6]",a,"The prediction ""Biventricular endomyocardial fibrosis"" is clinically identical to the ground truth ""Biventricular endomyocardial fibrosis [4,6]"" but differs only by the absence of the reference notation ""[4,6]""."
18961.0,Qwen3.5 35B,on_device_base,Abdominal imaging,Low phospholipid-associated cholelithiasis (LPAC) syndrome,Recurrent pyogenic cholangiohepatitis,recurrent pyogenic cholangiohepatitis,"Classical gallblader lithiasis, Recurrent pyogenic cholangiohepatitis, Low phospholipid-associated cholelithiasis (LPAC) syndrome, Caroli disease, Primary sclerosing cholangitis",c,"The prediction ""Recurrent pyogenic cholangiohepatitis"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis is LPAC syndrome."
18993.0,Qwen3.5 35B,on_device_base,Abdominal imaging,Primary hepatic adenosarcoma,Hepatic cholangiocarcinoma,hepatic cholangiocarcinoma,"Hepatic cholangiocarcinoma, Primary hepatic adenosarcoma, Undifferentiated carcinoma (also known as sarcomatoid carcinoma), Hepatic fibroadenoma",c,"The prediction ""Hepatic cholangiocarcinoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the ground truth is ""Primary hepatic adenosarcoma."""
19002.0,Qwen3.5 35B,on_device_base,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma",c,"The prediction ""Ganglioneuroma"" is a plausible differential diagnosis from the provided list, as it belongs to the same neuroblastic tumor spectrum as the ground truth ""Retroperitoneal ganglioneuroblastoma-intermixed,"" but it is the wrong specific entity."
19015.0,Qwen3.5 35B,on_device_base,Chest imaging,Pulmonary amyloidosis,Malignant neoplasia,malignant neoplasia,"Malignant neoplasia, Metastatic, Rheumatoid nodules, Pulmonary amyloidosis, Fungal lesions, Lymphomas",c,"The prediction ""Malignant neoplasia"" is a plausible differential diagnosis that was on the provided list, but the correct diagnosis was ""Pulmonary amyloidosis."""
19021.0,Qwen3.5 35B,on_device_base,Abdominal imaging,Solitary fibrous tumour,Rectal gastrointestinal stromal tumour,rectal gastrointestinal stromal tumour,"Leiomyosarcoma, Leiomyoma, Dedifferentiated liposarcoma, Angiomyolipoma, Rectal gastrointestinal stromal tumour, Solitary fibrous tumour, Fibroma, Fibrosarcoma, Desmoid tumour, Haemangioma, Angiosarcoma",c,"The prediction ""Rectal gastrointestinal stromal tumour"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both GIST and solitary fibrous tumour are mesenchymal neoplasms that can present similarly, making this a clinically defensible but wrong choice."
19022.0,Qwen3.5 35B,on_device_base,Abdominal imaging,Vesico-appendiceal fistula,Vesico-intestinal fistula,vesico-intestinal fistula,"Vesico-appendiceal fistula, Vesico-intestinal fistula, Vesicovaginal fistula",c,"The prediction ""Vesico-intestinal fistula"" was a plausible differential diagnosis explicitly on the provided list, but the correct answer was the more specific ""Vesico-appendiceal fistula."""
19024.0,Qwen3.5 35B,on_device_base,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia",c,"The prediction ""Usual interstitial pneumonia due to idiopathic pulmonary fibrosis"" is a plausible differential diagnosis on the provided list that shares the same UIP pattern but attributes it to the wrong underlying etiology (idiopathic pulmonary fibrosis instead of connective tissue disorder)."
19038.0,Qwen3.5 35B,on_device_base,Cardiovascular,Saw-tooth cardiomyopathy,Left ventricular noncompaction,left ventricular noncompaction,"Left ventricular noncompaction, Saw-tooth cardiomyopathy, Hypertrophic cardiomyopathy, Arrhythmogenic cardiomyopathy",c,"The prediction ""Left ventricular noncompaction"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Saw-tooth cardiomyopathy,"" making this a clinically defensible but incorrect choice."
19044.0,Qwen3.5 35B,on_device_base,Neuroradiology,Chorea-acanthocytosis,Huntingtonâ€™s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome",c,"The prediction ""Huntington's disease"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Chorea-acanthocytosis,"" both of which present with chorea and neurodegeneration."
19058.0,Qwen3.5 35B,on_device_base,Abdominal imaging,Intraductal papillary neoplasm of the bile duct with low-grade dysplasia,Cholangiocarcinoma,cholangiocarcinoma,"Intraductal papillary neoplasm of the bile duct, Intraductal papillary neoplasm of the bile duct with low-grade dysplasia, Cholangiocarcinoma, Intraductal biliary metastasis",c,"The model selected ""Cholangiocarcinoma,"" which was on the provided differential diagnosis list and is a plausible but incorrect diagnosis, as the actual answer was a precursor lesion (intraductal papillary neoplasm with low-grade dysplasia) rather than frank malignancy."
19067.0,Qwen3.5 35B,on_device_base,Paediatric radiology,Cystic pulmonary tuberculosis,Langerhans cell histiocytosis,langerhans cell histiocytosis,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome",c,"The prediction ""Langerhans cell histiocytosis"" is a plausible differential diagnosis that was on the provided list and can present with cystic lung disease, but it is incorrect as the ground truth is ""Cystic pulmonary tuberculosis."""
19070.0,Qwen3.5 35B,on_device_base,Musculoskeletal system,Clear cell soft tissue sarcoma with melanocytic differentiation,Pigment villonodular synovitis with malignant transformation,pigment villonodular synovitis with malignant transformation,"Clear cell sarcoma, Malignant melanoma, Clear cell soft tissue sarcoma with melanocytic differentiation, Pigment villonodular synovitis with malignant transformation, Synovial sarcoma, Alveolar soft part sarcoma, Malignant peripheral nerve sheath tumour",c,"The prediction ""Pigment villonodular synovitis with malignant transformation"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis was ""Clear cell soft tissue sarcoma with melanocytic differentiation."""
19080.0,Qwen3.5 35B,on_device_base,Neuroradiology,Brachial plexus schwannomas,Neurofibromas,neurofibromas,"Neurofibromas, Brachial plexus schwannomas, Lymphoma, Brachial plexopathy, Metastases",c,"The prediction ""Neurofibromas"" is a plausible differential diagnosis from the provided list, as both neurofibromas and schwannomas are nerve sheath tumors that can appear similar on imaging, but it is the wrong specific diagnosis."
19101.0,Qwen3.5 35B,on_device_base,Neuroradiology,Neuro-Behçet’s disease,Myelin oligodendrocyte glycoprotein antibody disease (MOGAD),myelin oligodendrocyte glycoprotein antibody disease mogad,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis",c,"The prediction ""Myelin oligodendrocyte glycoprotein antibody disease (MOGAD)"" is a plausible differential diagnosis explicitly listed among the options, but the correct answer is ""Neuro-Behçet's disease."""
19110.0,Qwen3.5 35B,on_device_base,Others,Inflammatory myofibroblastic tumour,Retroperitoneal myxoid liposarcoma,retroperitoneal myxoid liposarcoma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma",c,"The prediction ""Retroperitoneal myxoid liposarcoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both are soft tissue tumors that could present similarly, making the model's reasoning clinically defensible but wrong."
19114.0,Qwen3.5 35B,on_device_base,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma",c,"The prediction ""Ependymoma"" is a plausible differential diagnosis that was on the provided list, as ependymomas can form rosettes and occur in similar CNS locations as RGNT, but it is the wrong specific diagnosis."
19116.0,Qwen3.5 35B,on_device_base,Others,Mixed malignant ovarian germ cell tumour,Dysgerminoma,dysgerminoma,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma",c,"The prediction ""Dysgerminoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Mixed malignant ovarian germ cell tumour,"" which may contain dysgerminoma as a component but represents a distinct diagnostic entity."
19119.0,Qwen3.5 35B,on_device_base,Paediatric radiology,B-cell acute lymphoblastic lymphoma (small round blue cell tumour),Ewing sarcoma (or other small round blue cell tumour),ewing sarcoma or other small round blue cell tumour,"Osteomyelitis, Osteosarcoma, B-cell acute lymphoblastic lymphoma (small round blue cell tumour), Ewing sarcoma (or other small round blue cell tumour), Langerhans cell histiocytosis, Occult fracture in the early stage",c,"The prediction ""Ewing sarcoma (or other small round blue cell tumour)"" is a plausible differential diagnosis from the provided list, as both it and the ground truth are small round blue cell tumours presenting in bone, but the model selected the wrong specific entity."
19138.0,Qwen3.5 35B,on_device_base,Musculoskeletal system,Chondroblastic osteosarcoma,Classical osteosarcoma,classical osteosarcoma,"Chondrosarcoma, Chondroblastoma, Chondroblastic osteosarcoma, Classical osteosarcoma",c,"The prediction ""Classical osteosarcoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer was the more specific ""Chondroblastic osteosarcoma"" subtype; both are osteosarcomas, and the model's choice was clinically defensible given overlapping features but ultimately wrong."
19140.0,Qwen3.5 35B,on_device_base,Musculoskeletal system,Infection by Mycobacterium avium,Infection by Mycobacterium tuberculosis,infection by mycobacterium tuberculosis,"Infection by Mycobacterium avium, Infection by Mycobacterium tuberculosis, Pyogenic arthritis, Inflammatory arthritis",c,"The prediction ""Infection by Mycobacterium tuberculosis"" is a plausible differential diagnosis that was on the provided list, involving a closely related mycobacterial species, but is the wrong specific entity compared to the ground truth ""Infection by Mycobacterium avium."""
19141.0,Qwen3.5 35B,on_device_base,Neuroradiology,Anaplastic meningioma (WHO Grade III),Haemorrhagic meningioma,haemorrhagic meningioma,"Subacute subdural haematoma, Dural metastasis, Haemorrhagic meningioma, Anaplastic meningioma (WHO Grade III), Lymphoma involving the dura, Infective pachymeningitis",c,"The prediction ""Haemorrhagic meningioma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both are meningioma variants, yet the model selected the wrong specific entity from the available options."
19157.0,Qwen3.5 35B,on_device_base,Paediatric radiology,Haberland syndrome (Encephalocraniocutaneous lipomatosis),Oculocerebrocutaneous syndrome (Delleman syndrome),oculocerebrocutaneous syndrome delleman syndrome,"Oculocerebrocutaneous syndrome (Delleman syndrome), Haberland syndrome (Encephalocraniocutaneous lipomatosis), Linear nevus sebaceous syndrome (Schimmelpenning syndrome), Goldenhar syndrome (Oculoauriculovertebral spectrum)",c,"The prediction ""Oculocerebrocutaneous syndrome (Delleman syndrome)"" is a plausible differential diagnosis that was on the provided list, sharing overlapping neurocutaneous features with Haberland syndrome, but is the wrong specific entity."
19158.0,Qwen3.5 35B,on_device_base,Paediatric radiology,"Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)",Dysplastic cerebellar gangliocytoma,dysplastic cerebellar gangliocytoma,"Dysplastic cerebellar gangliocytoma, Pilocytic astrocytoma, Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion), Oligodendroglioma-like tumour",c,"The prediction ""Dysplastic cerebellar gangliocytoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct answer was ""Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)."""
19161.0,Qwen3.5 35B,on_device_base,Musculoskeletal system,Mycobacterium kansasii tenosynovitis,Tuberculous tenosynovitis,tuberculous tenosynovitis,"Rheumatoid arthritis, Juvenile idiopathic arthritis, Adult Still’s disease, Tuberculous tenosynovitis, Mycobacterium kansasii tenosynovitis, Atypical mycobacterial infection (Mycobacterium marinum), Bacterial tenosynovitis, Fungal infections",b,"The prediction ""Tuberculous tenosynovitis"" is in the same disease family (mycobacterial tenosynovitis) as the ground truth ""Mycobacterium kansasii tenosynovitis"" but identifies the wrong specific mycobacterial species, as M. kansasii is a non-tuberculous (atypical) mycobacterium distinct from M. tuberculosis."
18819.0,Qwen3.5 35B FT,on_device_ft,Uroradiology & genital male imaging,Pure yolk sac tumour,Mixed germinal cell tumour,mixed germinal cell tumour,"Mixed germinal cell tumour, Pure yolk sac tumour, Seminoma, Choriocarcinoma, Teratoma, Lymphoma",c,"The prediction ""Mixed germinal cell tumour"" is a plausible differential diagnosis from the provided list, as both mixed germ cell tumour and pure yolk sac tumour are germ cell neoplasms, but the model selected the wrong specific entity."
18826.0,Qwen3.5 35B FT,on_device_ft,Neuroradiology,Tumefactive demyelination with open ring sign,Tumefactive demyelinating lesion,tumefactive demyelinating lesion,"Tumefactive demyelination with open ring sign, Tumefactive demyelinating lesion, CNS neoplasm, Brain metastasis, Brain abscess, Granulomatous disease, Vasculitis, Acute demyelinating encephalitis",c,"The prediction ""Tumefactive demyelinating lesion"" is a different entry on the provided differential list from the correct answer ""Tumefactive demyelination with open ring sign,"" which specifically identifies the characteristic open ring enhancement pattern; both are plausible but the model selected the wrong specific option."
18840.0,Qwen3.5 35B FT,on_device_ft,Head & neck imaging,Gardner’s syndrome,Osteomatosis,osteomatosis,"Cemento-osseous dysplasia, Osteomatosis, Odontomas, Gardner’s syndrome, Hypercementosis, Hereditary multiple exostoses, Fibrous dysplasia",c,"The prediction ""Osteomatosis"" is a plausible differential diagnosis that was on the provided list, as osteomatosis can present with multiple osteomas similar to Gardner's syndrome, but it is the wrong specific diagnosis."
18919.0,Qwen3.5 35B FT,on_device_ft,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst",c,"The prediction ""Mucinous cystic neoplasm"" is a plausible differential diagnosis that was on the provided list, as both it and lymphoepithelial cysts are pancreatic cystic lesions, but it is the wrong specific diagnosis."
18940.0,Qwen3.5 35B FT,on_device_ft,Musculoskeletal system,Atraumatic compartment syndrome,Acute limb compartment syndrome,acute limb compartment syndrome,"Deep vein thrombosis, Cellulitis, Stress fracture, Acute limb ischemia, Atraumatic compartment syndrome, Delayed onset muscle soreness",a,"The prediction ""Acute limb compartment syndrome"" refers to the same condition as ""Atraumatic compartment syndrome,"" with the model using a general terminology for compartment syndrome rather than specifying the atraumatic etiology, representing a nomenclature variant."
18943.0,Qwen3.5 35B FT,on_device_ft,Neuroradiology,Herpes simplex encephalitis,Limbic encephalitis,limbic encephalitis,"Limbic encephalitis, Herpes simplex encephalitis, Status epilepticus",c,"The prediction ""Limbic encephalitis"" is a plausible differential diagnosis that was on the provided list, as both limbic encephalitis and herpes simplex encephalitis can present with similar temporal lobe involvement and neurological symptoms, but it is the wrong specific diagnosis."
18948.0,Qwen3.5 35B FT,on_device_ft,Abdominal imaging,Myelolipoma,Hibernoma,hibernoma,"Liposarcoma, Hibernoma, Haemangioma, Myelolipoma, Fat necrosis",c,"The prediction ""Hibernoma"" is a plausible differential diagnosis that was on the provided list, as both hibernoma and myelolipoma are fat-containing soft tissue lesions, but it is the incorrect specific diagnosis."
18950.0,Qwen3.5 35B FT,on_device_ft,Paediatric radiology,Cochlear incomplete partition type III (IP-3),Cochlear incomplete partition type I (IP-1),cochlear incomplete partition type i ip-1,"Cochlear incomplete partition type I (IP-1), Cochlear incomplete partition type II (IP-2), Cochlear incomplete partition type III (IP-3)",b,"The prediction ""Cochlear incomplete partition type I (IP-1)"" is in the same disease family (cochlear incomplete partition malformations) as the ground truth ""Cochlear incomplete partition type III (IP-3)"" but is the wrong specific subtype."
18951.0,Qwen3.5 35B FT,on_device_ft,Cardiovascular,"Biventricular endomyocardial fibrosis [4,6]",Biventricular endomyocardial fibrosis,biventricular endomyocardial fibrosis,"Apical hypertrophic cardiomyopathy [9], Cardiac amyloidosis [10], Ebstein’s anomaly [11], Left ventricular endomyocardial fibrosis [4,6], Right ventricular endomyocardial fibrosis [4,6], Biventricular endomyocardial fibrosis [4,6]",a,"The prediction ""Biventricular endomyocardial fibrosis"" is clinically identical to the ground truth ""Biventricular endomyocardial fibrosis [4,6]"" and differs only by the absence of the reference citation ""[4,6]""."
18961.0,Qwen3.5 35B FT,on_device_ft,Abdominal imaging,Low phospholipid-associated cholelithiasis (LPAC) syndrome,Recurrent pyogenic cholangiohepatitis,recurrent pyogenic cholangiohepatitis,"Classical gallblader lithiasis, Recurrent pyogenic cholangiohepatitis, Low phospholipid-associated cholelithiasis (LPAC) syndrome, Caroli disease, Primary sclerosing cholangitis",c,"The prediction ""Recurrent pyogenic cholangiohepatitis"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis is LPAC syndrome."
19004.0,Qwen3.5 35B FT,on_device_ft,Others,Abdominopelvic actinomycosis,Peritoneal tuberculosis,peritoneal tuberculosis,"Peritoneal carcinomatosis, Peritoneal tuberculosis, Abdominopelvic actinomycosis, Primary ovarian cancer",c,"The prediction ""Peritoneal tuberculosis"" is a plausible differential diagnosis that was on the provided list, as both peritoneal tuberculosis and abdominopelvic actinomycosis can present with similar peritoneal/abdominal findings, but it is the wrong specific diagnosis."
19022.0,Qwen3.5 35B FT,on_device_ft,Abdominal imaging,Vesico-appendiceal fistula,Vesico-intestinal fistula,vesico-intestinal fistula,"Vesico-appendiceal fistula, Vesico-intestinal fistula, Vesicovaginal fistula",c,"The prediction ""Vesico-intestinal fistula"" was a plausible differential diagnosis explicitly on the provided list, but the correct answer was the more specific ""Vesico-appendiceal fistula."""
19024.0,Qwen3.5 35B FT,on_device_ft,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia",c,"The prediction ""Usual interstitial pneumonia due to idiopathic pulmonary fibrosis"" is a plausible differential diagnosis on the provided list that shares the same UIP pattern but attributes it to the wrong underlying etiology (idiopathic pulmonary fibrosis instead of connective tissue disorder)."
19038.0,Qwen3.5 35B FT,on_device_ft,Cardiovascular,Saw-tooth cardiomyopathy,Arrhythmogenic cardiomyopathy,arrhythmogenic cardiomyopathy,"Left ventricular noncompaction, Saw-tooth cardiomyopathy, Hypertrophic cardiomyopathy, Arrhythmogenic cardiomyopathy",c,"The prediction ""Arrhythmogenic cardiomyopathy"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct answer is ""Saw-tooth cardiomyopathy,"" a distinct specific entity among the cardiomyopathies listed."
19044.0,Qwen3.5 35B FT,on_device_ft,Neuroradiology,Chorea-acanthocytosis,Huntingtonâ€™s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome",c,"The prediction ""Huntington's disease"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Chorea-acanthocytosis,"" both of which present with chorea and neurodegeneration."
19067.0,Qwen3.5 35B FT,on_device_ft,Paediatric radiology,Cystic pulmonary tuberculosis,Lymphoid interstitial pneumonia,lymphoid interstitial pneumonia,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome",c,"The prediction ""Lymphoid interstitial pneumonia"" is a plausible differential diagnosis that was on the provided list, as it can present with cystic lung disease, but it is incorrect compared to the ground truth of ""Cystic pulmonary tuberculosis."""
19080.0,Qwen3.5 35B FT,on_device_ft,Neuroradiology,Brachial plexus schwannomas,Neurofibromas,neurofibromas,"Neurofibromas, Brachial plexus schwannomas, Lymphoma, Brachial plexopathy, Metastases",c,"The prediction ""Neurofibromas"" is a plausible differential diagnosis on the provided list, as both neurofibromas and schwannomas are nerve sheath tumors that can appear similar on imaging, but it is the wrong specific diagnosis."
19101.0,Qwen3.5 35B FT,on_device_ft,Neuroradiology,Neuro-Behçet’s disease,Myelin oligodendrocyte glycoprotein antibody disease (MOGAD),myelin oligodendrocyte glycoprotein antibody disease mogad,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis",c,"The prediction ""Myelin oligodendrocyte glycoprotein antibody disease (MOGAD)"" is a plausible differential diagnosis explicitly listed among the options, but the correct answer is ""Neuro-Behçet's disease."""
19110.0,Qwen3.5 35B FT,on_device_ft,Others,Inflammatory myofibroblastic tumour,Retroperitoneal myxoid liposarcoma,retroperitoneal myxoid liposarcoma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma",c,"The prediction ""Retroperitoneal myxoid liposarcoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both are soft tissue tumors that could present similarly, making the model's reasoning clinically defensible but wrong."
19114.0,Qwen3.5 35B FT,on_device_ft,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma",c,"The prediction ""Ependymoma"" is a plausible differential diagnosis that was on the provided list, as ependymomas can form rosettes and occur in similar CNS locations as RGNT, but it is the wrong specific diagnosis."
19116.0,Qwen3.5 35B FT,on_device_ft,Others,Mixed malignant ovarian germ cell tumour,Dysgerminoma,dysgerminoma,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma",c,"The prediction ""Dysgerminoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Mixed malignant ovarian germ cell tumour,"" which may contain dysgerminoma as a component but represents a distinct diagnostic entity."
19140.0,Qwen3.5 35B FT,on_device_ft,Musculoskeletal system,Infection by Mycobacterium avium,Infection by Mycobacterium tuberculosis,infection by mycobacterium tuberculosis,"Infection by Mycobacterium avium, Infection by Mycobacterium tuberculosis, Pyogenic arthritis, Inflammatory arthritis",c,"The prediction ""Infection by Mycobacterium tuberculosis"" is a plausible differential diagnosis that was on the provided list, involving a closely related mycobacterial species, but is the wrong specific entity compared to the ground truth ""Infection by Mycobacterium avium."""
19158.0,Qwen3.5 35B FT,on_device_ft,Paediatric radiology,"Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)",Dysplastic cerebellar gangliocytoma,dysplastic cerebellar gangliocytoma,"Dysplastic cerebellar gangliocytoma, Pilocytic astrocytoma, Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion), Oligodendroglioma-like tumour",c,"The prediction ""Dysplastic cerebellar gangliocytoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct answer was ""Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)."""
